Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;NIMES PONT DU GARD;87703975;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Avantage;21.5;141.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;VIERZON VILLE;87576009;2;Tarif Normal;15.0;49.0
TGV INOUI;CAEN;87444000;MANTES LA JOLIE TGV;87514596;2;Tarif Normal;15.0;45.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;104.5;126.9
TGV INOUI;MASSY TGV;87393702;ST MAIXENT DEUX SEVRES;87485490;2;Tarif Normal;20.0;106.0
TGV INOUI;LENS;87345025;ST OMER;87281444;1;Tarif Normal;9.0;28.5
TGV INOUI;ANGOULEME;87583005;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;24.0;94.0
TGV INOUI;AVIGNON CENTRE;87765008;CHALON SUR SAONE;87725002;1;Tarif Réglementé;93.4;93.4
TGV INOUI;MARSEILLE BLANCARDE;87751081;TOULON;87755009;1;Tarif Avantage;5.6;21.5
TGV INOUI;CAEN;87444000;LANDRY;87741777;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CAMBRAI;87345520;ARRAS;87342014;2;Tarif Normal;5.0;13.4
TGV INOUI;AVIGNON CENTRE;87765008;GRENOBLE;87747006;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;GROISY THORENS LA CAILLE;87746248;LA ROCHE SUR FORON;87746305;2;Tarif Avantage;5.1;5.2
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTBELIARD VILLE;87184523;1;Tarif Réglementé;69.0;69.0
TGV INOUI;ANGOULEME;87583005;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Réglementé;84.2;84.2
TGV INOUI;AVIGNON TGV;87318964;MELUN;87682005;2;Tarif Réglementé;96.4;117.7
TGV INOUI;NIORT;87485300;FUTUROSCOPE;87324095;1;Tarif Normal;11.0;35.0
TGV INOUI;CAEN;87444000;LISON;87447219;2;Tarif Normal;6.0;14.0
TGV INOUI;LANDRY;87741777;BOURG ST MAURICE;87741793;2;Tarif Avantage;2.2;2.3
TGV INOUI;DIJON VILLE;87713040;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;16.2;20.3
TGV INOUI;NIMES PONT DU GARD;87703975;CHALON SUR SAONE;87725002;2;Tarif Réglementé;66.5;85.3
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;24.0;104.0
TGV INOUI;LANDRY;87741777;LILLE EUROPE;87223263;2;Tarif Réglementé;111.9;134.0
TGV INOUI;AVIGNON TGV;87318964;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Avantage;8.4;20.0
TGV INOUI;NIORT;87485300;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;50.8;50.8
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;CHALON SUR SAONE;87725002;2;Tarif Réglementé;42.6;51.8
TGV INOUI;CANNES;87757625;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;25.0;157.0
TGV INOUI;DIJON VILLE;87713040;CARCASSONNE;87615286;2;Tarif Avantage;17.5;79.0
TGV INOUI;NIORT;87485300;ARRAS;87342014;2;Tarif Réglementé;96.4;119.8
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;NEUFCHATEAU;87141291;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANGOULEME;87583005;ORTHEZ;87672253;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AVIGNON TGV;87318964;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;NIORT;87485300;CHATELLERAULT;87575142;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CAEN;87444000;MASSY PALAISEAU;87393579;2;Tarif Réglementé;44.7;44.7
TGV INOUI;LANDRY;87741777;LISIEUX;87444265;2;Tarif Normal;25.0;147.0
TGV INOUI;AIX LES BAINS - LE REVARD;87741132;REDON;87471300;2;Tarif Normal;30.0;148.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;AGDE;87781278;1;Tarif Réglementé;180.7;180.7
TGV INOUI;TOURS;87571000;LIBOURNE;87584052;2;Tarif Réglementé;50.8;53.8
TGV INOUI;CANNES;87757625;ANTIBES;87757674;2;Tarif Réglementé;4.2;4.2
TGV INOUI;DIJON VILLE;87713040;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MASSY TGV;87393702;VITRE;87471508;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Avantage;10.5;61.0
TGV INOUI;ANGOULEME;87583005;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;DOUAI;87345009;1;Tarif Normal;17.0;76.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;PERPIGNAN;87784009;1;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;LANDRY;87741777;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;ANCENIS;87481192;LA ROCHE SUR YON;87486019;2;Tarif Avantage;7.7;16.0
TGV INOUI;MASSY TGV;87393702;YVETOT;87413385;2;Tarif Avantage;10.5;25.0
TGV INOUI;CAEN;87444000;VERSAILLES CHANTIERS;87393009;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;ANGOULEME;87583005;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Elève - Etudiant - Apprenti;28.0;28.0
TGV INOUI;AVIGNON CENTRE;87765008;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Avantage;9.8;29.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;BESANCON - F COMTE TGV;87300863;1;Tarif Réglementé;157.3;157.3
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;15.0;88.0
TGV INOUI;LANDRY;87741777;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;20.0;47.0
TGV INOUI;AVIGNON TGV;87318964;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;108.7;132.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ANNECY;87746008;1;Tarif Avantage;21.5;125.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;SENS;87683003;1;Tarif Réglementé;108.6;108.6
TGV INOUI;BOULOGNE VILLE;87317586;ETAPLES LE TOUQUET;87317065;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANCENIS;87481192;LA ROCHE SUR YON;87486019;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GUINGAMP;87473207;LAMBALLE;87473108;2;Tarif Avantage;7.0;10.2
TGV INOUI;TOURS;87571000;LYON PERRACHE;87722025;2;Tarif Normal;25.0;101.0
TGV INOUI;CANNES;87757625;BESANCON - F COMTE TGV;87300863;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;AVIGNON TGV;87318964;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Réglementé;27.9;34.5
TGV INOUI;MARSEILLE ST CHARLES;87751008;CHALON SUR SAONE;87725002;1;Tarif Réglementé;123.8;123.8
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;MONTELIMAR GARE SNCF;87764001;2;Tarif Réglementé;11.5;11.5
TGV INOUI;CANNES;87757625;CHALON SUR SAONE;87725002;2;Tarif Réglementé;97.0;121.8
TGV INOUI;DIJON VILLE;87713040;MANTES LA JOLIE;87381509;2;Tarif Avantage;10.5;54.0
TGV INOUI;GUINGAMP;87473207;LAMBALLE;87473108;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;LES SABLES D'OLONNE;87486449;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Réglementé;140.1;140.1
TGV INOUI;BOURG EN BRESSE;87743005;EVIAN LES BAINS;87745679;1;Tarif Avantage;11.9;45.0
TGV INOUI;AVIGNON CENTRE;87765008;NIMES;87775007;1;Tarif Réglementé;21.3;21.3
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;141.1;141.1
TGV INOUI;TOURS;87571000;MARSEILLE BLANCARDE;87751081;2;Tarif Avantage;17.5;93.0
TGV INOUI;LANDRY;87741777;MORLAIX;87474338;2;Tarif Réglementé;130.8;146.2
TGV INOUI;AVIGNON CENTRE;87765008;PERPIGNAN;87784009;1;Tarif Réglementé;62.9;62.9
TGV INOUI;MARSEILLE ST CHARLES;87751008;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;15.0;50.0
TGV INOUI;CANNES;87757625;ANTIBES;87757674;2;Tarif Normal;4.1;4.4
TGV INOUI;ANGOULEME;87583005;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;AVIGNON CENTRE;87765008;RENNES;87471003;1;Tarif Normal;56.0;204.0
TGV INOUI;METZ VILLE;87192039;AIX EN PROVENCE TGV;87319012;2;Tarif Normal;25.0;140.0
TGV INOUI;LIBOURNE;87584052;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Réglementé;57.9;57.9
TGV INOUI;BOURG EN BRESSE;87743005;EVIAN LES BAINS;87745679;1;Tarif Réglementé;51.8;51.8
TGV INOUI;DIJON VILLE;87713040;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;ORTHEZ;87672253;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Avantage;21.5;159.0
TGV INOUI;TOURS;87571000;MEUSE TGV;87147322;2;Tarif Réglementé;76.1;88.3
TGV INOUI;CANNES;87757625;LYON PERRACHE;87722025;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;DIJON VILLE;87713040;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;GUINGAMP;87473207;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Avantage;14.0;79.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;VALENCE VILLE;87761007;1;Tarif Normal;15.0;48.0
TGV INOUI;ANNECY;87746008;BOURG EN BRESSE;87743005;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;DIJON VILLE;87713040;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20.0;105.0
TGV INOUI;GUINGAMP;87473207;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Réglementé;82.3;102.5
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;TOULOUSE MATABIAU;87611004;2;Tarif Avantage;14.0;61.0
TGV INOUI;AVIGNON TGV;87318964;LONS LE SAUNIER;87718239;2;Tarif Normal;20.0;79.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;POITIERS;87575001;1;Tarif Avantage;16.5;102.0
TGV INOUI;ORTHEZ;87672253;POITIERS;87575001;1;Tarif Avantage;20.0;77.0
TGV INOUI;MACON LOCHE TGV;87725705;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;24.0;150.0
TGV INOUI;ANNECY;87746008;DOUAI;87345009;1;Tarif Elève - Etudiant - Apprenti;23.0;23.0
TGV INOUI;DIJON VILLE;87713040;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Réglementé;78.1;95.4
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;FUTUROSCOPE;87324095;1;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;CANNES;87757625;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;25.0;163.0
TGV INOUI;LANDRY;87741777;PARIS NORD;87271007;2;Tarif Normal;25.0;133.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;POITIERS;87575001;1;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;METZ VILLE;87192039;CANNES;87757625;2;Tarif Normal;25.0;146.0
TGV INOUI;LILLE EUROPE;87223263;AIME LA PLAGNE;87741769;1;Tarif Avantage;21.5;155.0
TGV INOUI;BOURG EN BRESSE;87743005;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Avantage;15.0;47.0
TGV INOUI;DIJON VILLE;87713040;NANCY;87141002;2;Tarif Réglementé;32.5;41.6
TGV INOUI;PARIS AUSTERLITZ;87547000;BAYONNE;87673004;1;Tarif Réglementé;149.2;149.2
TGV INOUI;MACON LOCHE TGV;87725705;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;LANDRY;87741777;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANGERS ST LAUD;87484006;AVIGNON TGV;87318964;2;Tarif Normal;25.0;157.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;31.0;238.0
TGV INOUI;TOURS;87571000;VENDOME VILLIERS SUR LOIR;87571216;2;Tarif Réglementé;16.2;20.3
TGV INOUI;CANNES;87757625;MACON LOCHE TGV;87725705;2;Tarif Normal;25.0;124.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;QUIMPER;87474098;1;Tarif Réglementé;150.2;150.2
TGV INOUI;PARIS AUSTERLITZ;87547000;FUTUROSCOPE;87324095;1;Tarif Réglementé;116.7;116.7
TGV INOUI;CANNES;87757625;MACON LOCHE TGV;87725705;2;Tarif Avantage;17.5;86.0
TGV INOUI;LANNION;87473223;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20.0;114.0
TGV INOUI;BAYONNE;87673004;LIBOURNE;87584052;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;METZ VILLE;87192039;CULMONT CHALINDREY;87142125;2;Tarif Réglementé;38.6;38.6
TGV INOUI;CANNES;87757625;MARSEILLE BLANCARDE;87751081;2;Tarif Normal;15.0;39.0
TGV INOUI;AVIGNON TGV;87318964;MANTES LA JOLIE;87381509;2;Tarif Avantage;17.5;95.0
TGV INOUI;DIJON VILLE;87713040;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;SENS;87683003;1;Tarif Réglementé;150.2;150.2
TGV INOUI;LILLE EUROPE;87223263;ANNECY;87746008;1;Tarif Elève - Etudiant - Apprenti;23.0;23.0
TGV INOUI;BOURG ST MAURICE;87741793;AIX LES BAINS - LE REVARD;87741132;1;Tarif Avantage;11.2;37.0
TGV INOUI;DIJON VILLE;87713040;PERPIGNAN;87784009;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;PARIS AUSTERLITZ;87547000;POITIERS;87575001;1;Tarif Réglementé;116.7;116.7
TGV INOUI;MACON LOCHE TGV;87725705;EVIAN LES BAINS;87745679;1;Tarif Avantage;15.0;51.0
TGV INOUI;BOURG ST MAURICE;87741793;ARRAS;87342014;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;BEAUNE;87713545;LES ARCS DRAGUIGNAN;87755447;2;Tarif Avantage;17.5;74.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;CHALON SUR SAONE;87725002;2;Tarif Avantage;10.5;37.0
TGV INOUI;AVIGNON TGV;87318964;MARSEILLE ST CHARLES;87751008;2;Tarif Avantage;10.5;23.5
TGV INOUI;AVIGNON TGV;87318964;BESANCON - F COMTE TGV;87300863;1;Tarif Avantage;16.5;110.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;SETE;87773200;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;NIORT;87485300;FUTUROSCOPE;87324095;2;Tarif Normal;9.0;21.0
TGV INOUI;ANNECY;87746008;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31.0;162.0
TGV INOUI;AVIGNON TGV;87318964;BORDEAUX ST JEAN;87581009;1;Tarif Normal;26.0;146.0
TGV INOUI;PARIS AUSTERLITZ;87547000;REDON;87471300;1;Tarif Avantage;16.5;125.0
TGV INOUI;LILLE EUROPE;87223263;BETHUNE;87342006;1;Tarif Normal;8.0;25.0
TGV INOUI;ANNECY;87746008;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;152.3;152.3
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;SAVERNE;87212225;1;Tarif Réglementé;135.0;135.0
TGV INOUI;GUINGAMP;87473207;VITRE;87471508;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;VALOGNES;87447284;AIME LA PLAGNE;87741769;2;Tarif Avantage;17.5;102.0
TGV INOUI;AVIGNON TGV;87318964;MASSY TGV;87393702;2;Tarif Normal;25.0;136.0
TGV INOUI;ANGERS ST LAUD;87484006;LE POULIGUEN;87481762;2;Tarif Avantage;9.8;25.5
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;31.0;194.0
TGV INOUI;VALOGNES;87447284;BERNAY;87444299;2;Tarif Normal;20.0;42.0
TGV INOUI;BOURG ST MAURICE;87741793;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26.0;104.0
TGV INOUI;AVIGNON TGV;87318964;BREAUTE BEUZEVILLE;87413344;1;Tarif Normal;31.0;189.0
TGV INOUI;METZ VILLE;87192039;LYON PART DIEU;87723197;2;Tarif Normal;25.0;99.0
TGV INOUI;CARCASSONNE;87615286;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;30.0;124.0
TGV INOUI;BOURG ST MAURICE;87741793;DOUAI;87345009;1;Tarif Avantage;21.5;155.0
TGV INOUI;BELFORT VILLE;87184002;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;ST RAPHAEL VALESCURE;87757526;1;Tarif Avantage;11.2;41.0
TGV INOUI;VALOGNES;87447284;LANDRY;87741777;2;Tarif Avantage;17.5;102.0
TGV INOUI;LAVAL;87478404;AIME LA PLAGNE;87741769;2;Tarif Normal;25.0;141.0
TGV INOUI;ANGERS ST LAUD;87484006;LORRAINE TGV;87142109;2;Tarif Avantage;17.5;86.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;189.8;189.8
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;TOULOUSE MATABIAU;87611004;2;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;AVIGNON TGV;87318964;MONTBELIARD VILLE;87184523;2;Tarif Réglementé;71.1;91.4
TGV INOUI;BELFORT VILLE;87184002;PARIS GARE DE LYON;87686006;2;Tarif Réglementé;75.1;89.3
TGV INOUI;PARIS AUSTERLITZ;87547000;ST BRIEUC;87473009;1;Tarif Réglementé;140.1;140.1
TGV INOUI;VALOGNES;87447284;LANDRY;87741777;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;BOURG ST MAURICE;87741793;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;DOL DE BRETAGNE;87478073;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Avantage;14.0;75.0
TGV INOUI;HENDAYE;87677005;BORDEAUX ST JEAN;87581009;2;Tarif Réglementé;33.5;42.6
TGV INOUI;ORTHEZ;87672253;MORCENX;87673103;2;Tarif Avantage;5.6;13.6
TGV INOUI;LAVAL;87478404;BOURG ST MAURICE;87741793;2;Tarif Avantage;17.5;98.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;31.0;209.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST BRIEUC;87473009;1;Tarif Avantage;16.5;123.0
TGV INOUI;CARCASSONNE;87615286;NARBONNE;87781104;2;Tarif Avantage;4.2;11.5
TGV INOUI;AVIGNON TGV;87318964;NANTES;87481002;2;Tarif Normal;30.0;164.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST NAZAIRE;87481705;1;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;METZ VILLE;87192039;NEUFCHATEAU;87141291;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;CARCASSONNE;87615286;NARBONNE;87781104;2;Tarif Réglementé;12.2;15.2
TGV INOUI;CARCASSONNE;87615286;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;HENDAYE;87677005;FUTUROSCOPE;87324095;2;Tarif Avantage;17.5;50.0
TGV INOUI;CARCASSONNE;87615286;NIMES;87775007;2;Tarif Avantage;10.5;28.0
TGV INOUI;ANNEMASSE;87745497;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;DOLE VILLE;87713412;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;20.0;92.0
TGV INOUI;MASSY PALAISEAU;87393579;AIME LA PLAGNE;87741769;1;Tarif Réglementé;166.5;166.5
TGV INOUI;VALENCE VILLE;87761007;ST RAPHAEL VALESCURE;87757526;2;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;CARCASSONNE;87615286;AGDE;87781278;2;Tarif Avantage;6.3;14.7
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;LES ARCS DRAGUIGNAN;87755447;2;Tarif Réglementé;111.9;139.1
TGV INOUI;HENDAYE;87677005;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25.0;145.0
TGV INOUI;ORTHEZ;87672253;TARBES;87671008;2;Tarif Normal;9.0;23.5
TGV INOUI;AVIGNON TGV;87318964;NIMES;87775007;2;Tarif Réglementé;14.0;15.7
TGV INOUI;AGDE;87781278;NIMES PONT DU GARD;87703975;1;Tarif Avantage;7.7;29.0
TGV INOUI;MASSY PALAISEAU;87393579;BERNAY;87444299;1;Tarif Réglementé;35.5;35.5
TGV INOUI;CARCASSONNE;87615286;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;29.4;37.6
TGV INOUI;BREAUTE BEUZEVILLE;87413344;MASSY TGV;87393702;1;Tarif Réglementé;51.8;51.8
TGV INOUI;AVIGNON TGV;87318964;LYON PART DIEU;87723197;1;Tarif Avantage;11.9;65.0
TGV INOUI;HENDAYE;87677005;POITIERS;87575001;2;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;LILLE EUROPE;87223263;LIBOURNE;87584052;1;Tarif Normal;31.0;193.0
TGV INOUI;BREAUTE BEUZEVILLE;87413344;VERSAILLES CHANTIERS;87393009;1;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;AVIGNON TGV;87318964;MACON VILLE;87725689;1;Tarif Normal;24.0;103.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST PIERRE DES CORPS;87571240;1;Tarif Normal;17.0;110.0
TGV INOUI;PARIS AUSTERLITZ;87547000;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;CARCASSONNE;87615286;LILLE EUROPE;87223263;2;Tarif Avantage;21.0;103.0
TGV INOUI;AGDE;87781278;SETE;87773200;1;Tarif Réglementé;11.2;11.2
TGV INOUI;HENDAYE;87677005;RUFFEC CHARENTE;87583849;2;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;CARCASSONNE;87615286;TOULOUSE MATABIAU;87611004;2;Tarif Réglementé;16.2;20.3
TGV INOUI;LAVAL;87478404;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Normal;25.0;141.0
TGV INOUI;DOUAI;87345009;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;PARIS EST;87113001;BOURG EN BRESSE;87743005;1;Tarif Réglementé;135.0;135.0
TGV INOUI;LILLE EUROPE;87223263;MARMANDE;87586545;1;Tarif Avantage;25.0;140.0
TGV INOUI;ANTIBES;87757674;CHALON SUR SAONE;87725002;1;Tarif Réglementé;165.4;165.4
TGV INOUI;ANGERS ST LAUD;87484006;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;HENDAYE;87677005;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Réglementé;4.4;4.4
TGV INOUI;LILLE EUROPE;87223263;MARMANDE;87586545;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AVIGNON TGV;87318964;TOUL;87141044;2;Tarif Avantage;17.5;79.0
TGV INOUI;AGEN;87586008;ANGOULEME;87583005;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST RAPHAEL VALESCURE;87757526;1;Tarif Avantage;21.5;198.0
TGV INOUI;VALOGNES;87447284;LISON;87447219;2;Tarif Avantage;4.2;9.5
TGV INOUI;LAVAL;87478404;DOL DE BRETAGNE;87478073;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DOUAI;87345009;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS EST;87113001;CHARLEVILLE MEZIERES;87172007;1;Tarif Normal;17.0;91.0
TGV INOUI;VALOGNES;87447284;LISON;87447219;2;Tarif Réglementé;13.4;13.4
TGV INOUI;BREST;87474007;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;AVIGNON TGV;87318964;MENTON;87756486;1;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;HENDAYE;87677005;ST PIERRE DES CORPS;87571240;2;Tarif Avantage;17.5;59.0
TGV INOUI;PARIS AUSTERLITZ;87547000;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;LAVAL;87478404;LANDERNEAU;87474239;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;BESANCON - F COMTE TGV;87300863;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;PARIS EST;87113001;SAVERNE;87212225;1;Tarif Normal;29.0;149.0
TGV INOUI;VENDOME;87574558;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;15.0;41.0
TGV INOUI;CARCASSONNE;87615286;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Réglementé;28.9;28.9
