Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;RENNES;87471003;1;Tarif Réglementé;136.0;136.0
TGV INOUI;STRASBOURG;87212027;LANDRY;87741777;2;Tarif Avantage;17.5;81.0
TGV INOUI;LA ROCHE SUR FORON;87746305;AIX LES BAINS - LE REVARD;87741132;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANNEMASSE;87745497;EVIAN LES BAINS;87745679;1;Tarif Réglementé;16.2;16.2
TGV INOUI;MASSY TGV;87393702;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Réglementé;61.9;83.2
TGV INOUI;BORDEAUX ST JEAN;87581009;POITIERS;87575001;2;Tarif Réglementé;44.3;52.8
TGV INOUI;AVIGNON CENTRE;87765008;LE TEIL;87764472;2;Tarif Normal;7.0;18.0
TGV INOUI;AVIGNON CENTRE;87765008;MIRAMAS;87753004;2;Tarif Normal;7.0;17.5
TGV INOUI;EVREUX  NORMANDIE;87387001;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;15.0;40.0
TGV INOUI;STRASBOURG;87212027;LYON PART DIEU;87723197;2;Tarif Normal;20.0;97.0
TGV INOUI;ANGERS ST LAUD;87484006;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;16.5;100.0
TGV INOUI;AIME LA PLAGNE;87741769;AIX LES BAINS - LE REVARD;87741132;2;Tarif Normal;12.0;22.0
TGV INOUI;NEUFCHATEAU;87141291;ANTIBES;87757674;1;Tarif Réglementé;163.4;163.4
TGV INOUI;SURGERES;87485227;POITIERS;87575001;2;Tarif Réglementé;20.3;25.4
TGV INOUI;BIGANOS FACTURE;87582478;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;COLMAR;87182014;PARIS EST;87113001;2;Tarif Normal;25.0;126.0
TGV INOUI;MASSY TGV;87393702;LE POULIGUEN;87481762;2;Tarif Réglementé;77.0;92.4
TGV INOUI;SURGERES;87485227;ST MAIXENT DEUX SEVRES;87485490;2;Tarif Réglementé;14.3;14.3
TGV INOUI;BOURG ST MAURICE;87741793;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;110.8;132.0
TGV INOUI;AIME LA PLAGNE;87741769;BOURG EN BRESSE;87743005;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;NEUFCHATEAU;87141291;CHALON SUR SAONE;87725002;1;Tarif Avantage;11.9;55.0
TGV INOUI;LE MANS;87396002;ANNEMASSE;87745497;1;Tarif Avantage;21.5;149.0
TGV INOUI;LA ROCHE SUR FORON;87746305;ANNEMASSE;87745497;2;Tarif Réglementé;5.8;5.8
TGV INOUI;AVIGNON CENTRE;87765008;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Réglementé;21.8;25.9
TGV INOUI;NICE VILLE;87756056;ANTIBES;87757674;2;Tarif Avantage;4.4;4.8
TGV INOUI;STRASBOURG;87212027;MARSEILLE ST CHARLES;87751008;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;AVIGNON CENTRE;87765008;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AVIGNON CENTRE;87765008;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Réglementé;21.8;25.9
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Réglementé;181.7;181.7
TGV INOUI;BORDEAUX ST JEAN;87581009;TOULOUSE MATABIAU;87611004;2;Tarif Normal;22.0;46.0
TGV INOUI;BONNEVILLE;87746339;ANNECY;87746008;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;COLMAR;87182014;ST RAPHAEL VALESCURE;87757526;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;NICE VILLE;87756056;BELLEGARDE GARE;87745000;2;Tarif Réglementé;86.3;99.5
TGV INOUI;STRASBOURG;87212027;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;25.0;140.0
TGV INOUI;BONNEVILLE;87746339;LA ROCHE SUR FORON;87746305;1;Tarif Avantage;3.9;3.9
TGV INOUI;AIME LA PLAGNE;87741769;RENNES;87471003;2;Tarif Avantage;17.5;112.0
TGV INOUI;FONTAINEBLEAU AVON;87682211;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;LE MANS;87396002;AURAY;87476200;1;Tarif Réglementé;89.3;89.3
TGV INOUI;BREAUTE BEUZEVILLE;87413344;MANTES LA JOLIE TGV;87514596;2;Tarif Réglementé;28.9;38.6
TGV INOUI;AVIGNON CENTRE;87765008;NICE VILLE;87756056;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;NICE VILLE;87756056;CHALON SUR SAONE;87725002;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;LYON PERRACHE;87722025;BOURG ST MAURICE;87741793;1;Tarif Avantage;15.0;64.0
TGV INOUI;AVIGNON CENTRE;87765008;MANTES LA JOLIE;87381509;2;Tarif Normal;25.0;122.0
TGV INOUI;CONFLANS FIN D'OISE;87381459;ROUEN RIVE DROITE;87411017;2;Tarif Réglementé;18.8;29.4
TGV INOUI;NICE VILLE;87756056;LES ARCS DRAGUIGNAN;87755447;1;Tarif Avantage;8.4;25.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON CENTRE;87765008;MANTES LA JOLIE TGV;87514596;2;Tarif Normal;25.0;122.0
TGV INOUI;AVIGNON CENTRE;87765008;PARIS GARE DE LYON;87686006;2;Tarif Réglementé;89.7;110.6
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;TOULOUSE MATABIAU;87611004;1;Tarif Normal;31.0;199.0
TGV INOUI;LE MANS;87396002;DOUAI;87345009;1;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ALBERTVILLE;87741645;1;Tarif Réglementé;215.2;215.2
TGV INOUI;CONFLANS FIN D'OISE TGV;87514604;ROUEN RIVE DROITE;87411017;2;Tarif Réglementé;18.8;29.4
TGV INOUI;FONTAINEBLEAU AVON;87682211;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;25.0;120.0
TGV INOUI;STRASBOURG;87212027;NIMES PONT DU GARD;87703975;2;Tarif Normal;25.0;135.0
TGV INOUI;BREAUTE BEUZEVILLE;87413344;YVETOT;87413385;2;Tarif Normal;7.9;8.2
TGV INOUI;AIME LA PLAGNE;87741769;ST BRIEUC;87473009;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;LIBOURNE;87584052;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;ANGERS ST LAUD;87484006;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;31.0;203.0
TGV INOUI;ANTIBES;87757674;MONACO MONTE CARLO;87756403;1;Tarif Avantage;9.8;10.5
TGV INOUI;NIMES;87775007;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BOURG EN BRESSE;87743005;THONON LES BAINS;87745646;2;Tarif Normal;15.0;36.0
TGV INOUI;AVIGNON CENTRE;87765008;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;25.0;122.0
TGV INOUI;ANTIBES;87757674;MONACO MONTE CARLO;87756403;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MASSY TGV;87393702;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;15.0;39.0
TGV INOUI;STRASBOURG;87212027;ST PIERRE DES CORPS;87571240;2;Tarif Avantage;17.5;102.0
TGV INOUI;ANGERS ST LAUD;87484006;MORLAIX;87474338;1;Tarif Avantage;23.5;76.0
TGV INOUI;AVIGNON CENTRE;87765008;SETE;87773200;2;Tarif Réglementé;18.3;18.3
TGV INOUI;MASSY TGV;87393702;MARSEILLE BLANCARDE;87751081;2;Tarif Avantage;17.5;95.0
TGV INOUI;LYON PERRACHE;87722025;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;93.4;93.4
TGV INOUI;LA ROCHE SUR FORON;87746305;VANNES;87476606;2;Tarif Normal;30.0;142.0
TGV INOUI;CULMONT CHALINDREY;87142125;CANNES;87757625;2;Tarif Réglementé;99.5;125.9
TGV INOUI;MARSEILLE BLANCARDE;87751081;AIX LES BAINS - LE REVARD;87741132;1;Tarif Réglementé;120.8;120.8
TGV INOUI;TGV HAUTE PICARDIE;87313882;SETE;87773200;2;Tarif Réglementé;133.0;140.1
TGV INOUI;ANGERS ST LAUD;87484006;NANCY;87141002;1;Tarif Réglementé;150.2;150.2
TGV INOUI;AVIGNON CENTRE;87765008;ST RAPHAEL VALESCURE;87757526;2;Tarif Réglementé;44.7;53.8
TGV INOUI;MASSY TGV;87393702;MARSEILLE BLANCARDE;87751081;2;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;LE MANS;87396002;LILLE EUROPE;87223263;1;Tarif Réglementé;125.9;125.9
TGV INOUI;AVIGNON CENTRE;87765008;MASSY PALAISEAU;87393579;2;Tarif Réglementé;86.3;106.6
TGV INOUI;ARCACHON;87582668;LIBOURNE;87584052;1;Tarif Réglementé;30.5;30.5
TGV INOUI;MARSEILLE BLANCARDE;87751081;ANNECY;87746008;1;Tarif Avantage;20.0;99.0
TGV INOUI;LYON PERRACHE;87722025;MORLAIX;87474338;1;Tarif Normal;36.0;187.0
TGV INOUI;BREST;87474007;LA ROCHE SUR FORON;87746305;2;Tarif Avantage;21.0;100.0
TGV INOUI;AVIGNON CENTRE;87765008;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;FUTUROSCOPE;87324095;BAYONNE;87673004;2;Tarif Réglementé;67.0;67.0
TGV INOUI;LYON PERRACHE;87722025;MOUCHARD;87718833;1;Tarif Réglementé;34.5;34.5
TGV INOUI;BORDEAUX ST JEAN;87581009;CHALON SUR SAONE;87725002;1;Tarif Normal;31.0;189.0
TGV INOUI;AVIGNON CENTRE;87765008;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;30.0;144.0
TGV INOUI;NIMES;87775007;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;31.0;187.0
TGV INOUI;LE MANS;87396002;LYON PART DIEU;87723197;1;Tarif Elève - Etudiant - Apprenti;33.0;33.0
TGV INOUI;AVIGNON CENTRE;87765008;MIRAMAS;87753004;2;Tarif Réglementé;12.2;16.2
TGV INOUI;AVIGNON CENTRE;87765008;TOUL;87141044;2;Tarif Normal;43.0;114.0
TGV INOUI;MASSY TGV;87393702;MEUSE TGV;87147322;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;LYON PERRACHE;87722025;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Avantage;11.9;56.0
TGV INOUI;BREST;87474007;LAMBALLE;87473108;2;Tarif Avantage;14.0;25.0
TGV INOUI;CULMONT CHALINDREY;87142125;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;25.0;102.0
TGV INOUI;NIMES;87775007;ARRAS;87342014;1;Tarif Réglementé;201.0;201.0
TGV INOUI;SURGERES;87485227;CHATELLERAULT;87575142;2;Tarif Normal;13.0;30.0
TGV INOUI;BREST;87474007;LANDERNEAU;87474239;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;BELLEGARDE GARE;87745000;2;Tarif Réglementé;67.0;78.2
TGV INOUI;FUTUROSCOPE;87324095;LIBOURNE;87584052;2;Tarif Avantage;7.0;28.0
TGV INOUI;SURGERES;87485227;DOUAI;87345009;2;Tarif Normal;25.0;126.0
TGV INOUI;ANGERS ST LAUD;87484006;REDON;87471300;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;ARLES;87753657;LE TEIL;87764472;1;Tarif Avantage;9.1;29.0
TGV INOUI;NIMES;87775007;BELLEGARDE GARE;87745000;1;Tarif Réglementé;98.5;98.5
TGV INOUI;LE MANS;87396002;MEUSE TGV;87147322;1;Tarif Normal;29.0;134.0
TGV INOUI;AVIGNON CENTRE;87765008;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Avantage;8.4;18.5
TGV INOUI;AVIGNON CENTRE;87765008;TOURS;87571000;2;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;FUTUROSCOPE;87324095;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Normal;25.0;71.0
TGV INOUI;LYON PERRACHE;87722025;ROUEN RIVE DROITE;87411017;1;Tarif Avantage;21.5;128.0
TGV INOUI;BREST;87474007;LYON PART DIEU;87723197;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CULMONT CHALINDREY;87142125;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Réglementé;75.1;85.3
TGV INOUI;NIMES;87775007;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Avantage;11.9;72.0
TGV INOUI;LYON PERRACHE;87722025;ST PIERRE DES CORPS;87571240;1;Tarif Avantage;21.5;127.0
TGV INOUI;AVIGNON CENTRE;87765008;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Elève - Etudiant - Apprenti;3.0;3.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;BOURG EN BRESSE;87743005;2;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;NIMES;87775007;MACON VILLE;87725689;2;Tarif Réglementé;56.9;77.1
TGV INOUI;BREAUTE BEUZEVILLE;87413344;MANTES LA JOLIE TGV;87514596;2;Tarif Avantage;10.5;27.0
TGV INOUI;BREST;87474007;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;30.0;142.0
TGV INOUI;CULMONT CHALINDREY;87142125;NICE VILLE;87756056;2;Tarif Avantage;17.5;91.0
TGV INOUI;NIMES;87775007;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;17.0;95.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;AURAY;87476200;2;Tarif Réglementé;87.3;107.6
TGV INOUI;BORDEAUX ST JEAN;87581009;LA TESTE;87582643;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;AVIGNON CENTRE;87765008;VALENCE VILLE;87761007;2;Tarif Normal;12.0;29.0
TGV INOUI;GRENOBLE;87747006;AIX LES BAINS - LE REVARD;87741132;2;Tarif Avantage;4.9;12.6
TGV INOUI;TOULON;87755009;DOUAI;87345009;2;Tarif Normal;30.0;144.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LORRAINE TGV;87142109;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;CARCASSONNE;87615286;2;Tarif Réglementé;49.7;58.9
TGV INOUI;MASSY TGV;87393702;NANCY;87141002;2;Tarif Normal;20.0;87.0
TGV INOUI;BREST;87474007;CLUSES  74;87746370;2;Tarif Avantage;21.0;114.0
TGV INOUI;BREST;87474007;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20.0;118.0
TGV INOUI;ARRAS;87342014;AGDE;87781278;1;Tarif Avantage;25.0;179.0
TGV INOUI;NIMES;87775007;MACON LOCHE TGV;87725705;1;Tarif Normal;24.0;116.0
TGV INOUI;LE MANS;87396002;ST MALO;87478107;1;Tarif Réglementé;73.1;73.1
TGV INOUI;ANGERS ST LAUD;87484006;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;29.0;137.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;CHALON SUR SAONE;87725002;2;Tarif Avantage;14.0;70.0
TGV INOUI;MASSY TGV;87393702;NANTES;87481002;2;Tarif Normal;20.0;99.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;AIME LA PLAGNE;87741769;1;Tarif Avantage;15.0;61.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MACON VILLE;87725689;1;Tarif Normal;31.0;189.0
TGV INOUI;ARRAS;87342014;AIX LES BAINS - LE REVARD;87741132;1;Tarif Elève - Etudiant - Apprenti;23.0;23.0
TGV INOUI;NIMES;87775007;MACON VILLE;87725689;1;Tarif Avantage;16.5;86.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;AIX LES BAINS - LE REVARD;87741132;1;Tarif Normal;14.0;50.0
TGV INOUI;ANGERS ST LAUD;87484006;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;GRENOBLE;87747006;2;Tarif Avantage;14.0;49.0
TGV INOUI;GRENOBLE;87747006;LA BAULE ESCOUBLAC;87481754;2;Tarif Normal;25.0;130.0
TGV INOUI;BREST;87474007;DOUAI;87345009;2;Tarif Normal;25.0;130.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MARMANDE;87586545;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CULOZ;87741074;CANNES;87757625;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GRENOBLE;87747006;LILLE EUROPE;87223263;2;Tarif Avantage;17.5;95.0
TGV INOUI;BREST;87474007;LANDERNEAU;87474239;2;Tarif Avantage;3.8;4.1
TGV INOUI;ANGERS ST LAUD;87484006;VANNES;87476606;1;Tarif Réglementé;55.8;55.8
TGV INOUI;AIX EN PROVENCE TGV;87319012;LYON PART DIEU;87723197;2;Tarif Avantage;14.0;54.0
TGV INOUI;MASSY TGV;87393702;ORTHEZ;87672253;2;Tarif Avantage;17.5;98.0
TGV INOUI;BREST;87474007;LANDERNEAU;87474239;2;Tarif Normal;5.5;5.9
TGV INOUI;BORDEAUX ST JEAN;87581009;MARMANDE;87586545;1;Tarif Normal;10.0;33.0
TGV INOUI;AVIGNON TGV;87318964;BEAUNE;87713545;2;Tarif Réglementé;69.6;76.1
TGV INOUI;NIMES;87775007;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Réglementé;82.2;82.2
TGV INOUI;BREST;87474007;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Réglementé;109.6;130.9
TGV INOUI;AVIGNON CENTRE;87765008;ROUEN RIVE DROITE;87411017;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;LYON PERRACHE;87722025;2;Tarif Normal;20.0;78.0
TGV INOUI;NIMES;87775007;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Réglementé;13.9;13.9
TGV INOUI;TOURS;87571000;AVIGNON TGV;87318964;2;Tarif Avantage;17.5;93.0
TGV INOUI;ANGOULEME;87583005;ARRAS;87342014;1;Tarif Normal;31.0;184.0
TGV INOUI;ARRAS;87342014;NARBONNE;87781104;1;Tarif Avantage;25.0;179.0
TGV INOUI;NIMES;87775007;NARBONNE;87781104;1;Tarif Avantage;10.5;39.0
TGV INOUI;LE POULIGUEN;87481762;LA BAULE ESCOUBLAC;87481754;1;Tarif Normal;3.6;7.6
TGV INOUI;BREST;87474007;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;103.5;121.8
TGV INOUI;CULOZ;87741074;MACON LOCHE TGV;87725705;2;Tarif Avantage;8.4;17.5
TGV INOUI;GRENOBLE;87747006;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;25.0;124.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;86.3;86.3
TGV INOUI;ANGOULEME;87583005;BAYONNE;87673004;1;Tarif Réglementé;83.2;83.2
TGV INOUI;CULOZ;87741074;MARSEILLE BLANCARDE;87751081;2;Tarif Normal;30.0;67.0
TGV INOUI;NIMES;87775007;ORANGE;87765107;1;Tarif Normal;9.0;30.0
TGV INOUI;TOULON;87755009;AIX LES BAINS - LE REVARD;87741132;2;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Avantage;16.5;50.0
TGV INOUI;AVIGNON TGV;87318964;CULMONT CHALINDREY;87142125;2;Tarif Réglementé;71.1;88.3
TGV INOUI;MASSY TGV;87393702;PLOUARET TREGOR;87473181;2;Tarif Normal;20.0;113.0
TGV INOUI;TOURS;87571000;CHAMPAGNE-ARDENNE;87171926;2;Tarif Réglementé;71.1;84.2
TGV INOUI;ANGOULEME;87583005;BIARRITZ;87673400;1;Tarif Réglementé;80.2;80.2
TGV INOUI;DAX;87673202;BIARRITZ;87673400;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;MASSY TGV;87393702;PORNICHET;87481747;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;LE POULIGUEN;87481762;TGV HAUTE PICARDIE;87313882;1;Tarif Avantage;32.0;99.0
TGV INOUI;LAMBALLE;87473108;PARIS AUSTERLITZ;87547000;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;MENTON;87756486;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;GRENOBLE;87747006;NANTES;87481002;2;Tarif Avantage;17.5;103.0
TGV INOUI;TOULON;87755009;CHALON SUR SAONE;87725002;2;Tarif Avantage;17.5;70.0
TGV INOUI;ANGOULEME;87583005;BIGANOS FACTURE;87582478;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;DAX;87673202;BIGANOS FACTURE;87582478;2;Tarif Réglementé;22.8;22.8
TGV INOUI;GRENOBLE;87747006;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;BREST;87474007;ST BRIEUC;87473009;2;Tarif Normal;18.0;32.0
TGV INOUI;AVIGNON CENTRE;87765008;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;MONTBELIARD VILLE;87184523;2;Tarif Avantage;17.5;77.0
TGV INOUI;GRENOBLE;87747006;RENNES;87471003;2;Tarif Avantage;17.5;105.0
TGV INOUI;TOULON;87755009;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;JUVISY;87545244;2;Tarif Avantage;17.5;51.0
TGV INOUI;AVIGNON TGV;87318964;LAROCHE MIGENNES;87683268;2;Tarif Réglementé;80.2;93.4
TGV INOUI;NIMES;87775007;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Avantage;21.5;141.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;CHALON SUR SAONE;87725002;1;Tarif Réglementé;42.6;42.6
TGV INOUI;BORDEAUX ST JEAN;87581009;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Réglementé;234.5;234.5
TGV INOUI;AIX EN PROVENCE TGV;87319012;MONTBELIARD VILLE;87184523;2;Tarif Normal;25.0;110.0
TGV INOUI;NIMES;87775007;PARIS NORD;87271007;2;Tarif Réglementé;98.2;119.8
TGV INOUI;LE TEIL;87764472;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Normal;24.0;84.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;JUVISY;87545244;2;Tarif Normal;25.0;74.0
TGV INOUI;DAX;87673202;LILLE EUROPE;87223263;2;Tarif Avantage;21.0;103.0
TGV INOUI;NIMES;87775007;ST PIERRE DES CORPS;87571240;1;Tarif Avantage;21.5;156.0
TGV INOUI;TOULON;87755009;LES ARCS DRAGUIGNAN;87755447;2;Tarif Réglementé;13.2;17.3
TGV INOUI;LAMBALLE;87473108;RENNES;87471003;2;Tarif Réglementé;14.2;18.3
TGV INOUI;DAX;87673202;MASSY TGV;87393702;2;Tarif Avantage;17.5;98.0
TGV INOUI;NIMES;87775007;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;183.7;183.7
TGV INOUI;BREST;87474007;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;AVIGNON SUD;87765024;MONTELIMAR GARE SNCF;87764001;2;Tarif Elève - Etudiant - Apprenti;2.0;2.0
TGV INOUI;DAX;87673202;MASSY TGV;87393702;2;Tarif Normal;25.0;140.0
TGV INOUI;MASSY TGV;87393702;SAVERNE;87212225;2;Tarif Réglementé;71.1;86.3
TGV INOUI;LE TEIL;87764472;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;44.7;44.7
TGV INOUI;BORDEAUX ST JEAN;87581009;PARIS AUSTERLITZ;87547000;1;Tarif Réglementé;172.6;172.6
TGV INOUI;AIX EN PROVENCE TGV;87319012;NANTES;87481002;2;Tarif Normal;30.0;163.0
TGV INOUI;NIMES;87775007;RENNES;87471003;2;Tarif Avantage;21.0;114.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;ECOLE VALENTIN;87710731;1;Tarif Normal;17.0;75.0
TGV INOUI;AVIGNON SUD;87765024;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;3.0;3.0
TGV INOUI;DAX;87673202;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Réglementé;106.6;127.9
TGV INOUI;MARSEILLE BLANCARDE;87751081;ST PIERRE DES CORPS;87571240;1;Tarif Normal;31.0;200.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;ECOLE VALENTIN;87710731;1;Tarif Réglementé;69.0;69.0
TGV INOUI;BORDEAUX ST JEAN;87581009;POITIERS;87575001;1;Tarif Normal;22.0;84.0
TGV INOUI;AVIGNON CENTRE;87765008;BEZIERS;87781005;1;Tarif Avantage;15.0;45.0
TGV INOUI;NIMES PONT DU GARD;87703975;CHALON SUR SAONE;87725002;1;Tarif Avantage;16.5;101.0
TGV INOUI;TOULON;87755009;SELESTAT;87214056;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;BORDEAUX ST JEAN;87581009;POITIERS;87575001;1;Tarif Réglementé;80.2;80.2
TGV INOUI;AVIGNON TGV;87318964;MANTES LA JOLIE;87381509;2;Tarif Normal;25.0;136.0
TGV INOUI;MASSY TGV;87393702;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Réglementé;95.0;124.8
TGV INOUI;LE TEIL;87764472;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;17.0;55.0
TGV INOUI;ANGOULEME;87583005;MARNE LA VALLEE CHESSY;87111849;1;Tarif Réglementé;141.1;141.1
TGV INOUI;DIJON VILLE;87713040;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;NIMES;87775007;ST PIERRE DES CORPS;87571240;2;Tarif Normal;25.0;148.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;MARNE LA VALLEE CHESSY;87111849;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LANDRY;87741777;BERNAY;87444299;2;Tarif Normal;25.0;147.0
TGV INOUI;AVIGNON TGV;87318964;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;17.5;95.0
